CODPROD;REFERENCIA;DESCRICAO SANKHYA;LAYOUT;NOME PT;NOME EN;NOME ES;CAP VALOR;CAP UNID;QTD PECAS;LARG CM;ALT CM;PROF CM;SELOS;APLICACOES;URL QR
;260.012.003;Caixa Organizadora Baixa Rattan com Tampa - Preta 4,5L;4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja organizadora baja de ratán con tapa;4.5;L;1;32.4;8.3;22.5;BRA,EMP,FCL,RCL;BRIN,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/260.012.003
;260.012.086;Caixa Organizadora Baixa Rattan com Tampa - Chumbo 4,5L;4;Caixa Organizadora Baixa Rattan com Tampa;Low Organizer Box Rattan with Lid;Caja Organizadora Baja de Ratán con Tapa;4.5;L;1;32.4;8.3;22.5;BPA,BRA,EMP,HIG,FCL,RCL;BRIN,PET,ROUP,CONF,PECA,FERR,ESCR,DOCU;nitron.com.br/p/260.012.086
;261.006.002;Caixa Organizadora Baixa Rattan com Tampa - Branca 7L (261/B);4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja Organizadora Baja de Ratán con Tapa;7.0;L;1;38.5;8.3;28.0;BRA,EMP,FCL,RCL;ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/261.006.002
;261.006.003;Caixa Organizadora Baixa Rattan com Tampa - Preta 7L;4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja Organizadora Baja de Ratán con Tapa;7.0;L;1;38.5;8.3;28.0;BRA,EMP,HIG,FCL,RCL;BRIN,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/261.006.003
;261.006.086;Caixa Organizadora Baixa Rattan com Tampa - Chumbo 7L;4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja Organizadora Baja de Ratán con Tapa;7.0;L;1;38.5;8.3;28.0;BPA,BRA,EMP,HIG,FCL,RCL;BRIN,ROUP,CONF,PECA,FERR,ESCR,DOCU;nitron.com.br/p/261.006.086
;268.006.M02;Caixa Juta Europa com Tampa Teca - Branca 5,3L;4;Caixa Juta Europa com Tampa Teca;Europa Jute Box with Teak Lid;Caja Europea de Yute con Tapa de Teca;5.3;L;1;27.0;15.5;20.4;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/268.006.M02
;268.006.M03;Caixa Juta Europa com Tampa Teca - Preta 5,3L;4;Caixa Juta Europa com Tampa Teca;Europa Jute Box with Teak Lid;Caja Europea de Yute con Tapa de Teca;5.3;L;1;27.0;15.5;20.4;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/268.006.M03
;268.012.002;Cesto Europa Juta - Branco 5,3L (268/B);4;Cesto Europa Juta;Europa Jute Basket;Cesta de Yute Europa;5.3;L;1;27.0;15.0;20.2;BPA,BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/268.012.002
;268.012.003;Cesto Europa Juta - Preto 5,3L (268/B);4;Cesto Europa Juta;Europa Jute Basket;Cesta de Yute Europa;5.3;L;1;27.0;15.0;20.2;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/268.012.003
;269.004.M02;Caixa Juta Europa com Tampa Teca - Branca 10,8L;4;Caixa Juta Europa com Tampa Teca;Europe Jute Box with Teak Lid;Caja Europea de Yute con Tapa de Teca;10.8;L;1;34.0;19.2;24.0;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/269.004.M02
;269.004.M03;Caixa Juta Europa com Tampa Teca - Preta 10,8L;4;Caixa Juta Europa com Tampa Teca;Europe Jute Box with Teak Lid;Caja Europea de Yute con Tapa de Teca;10.8;L;1;34.0;19.2;24.0;BRA,EMP,HIG,FCL;BRIN,PET,ROUP,DOCU,DECO;nitron.com.br/p/269.004.M03
;269.012.002;Cesto Europa Juta - Branco 10,8L (269/B);4;Cesto Europa Juta;Europa Jute Basket;Cesta de Yute Europa;10.8;L;1;34.0;18.7;24.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/269.012.002
;269.012.003;Cesto Europa Juta - Preto 10,8L;4;Cesto Europa Juta;Europa Jute Basket;Cesta de Yute Europa;10.8;L;1;34.0;18.7;24.0;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/269.012.003
;270.002.M02;Caixa Juta Europa com Tampa Teca - BRANCA 18,7L;4;Caixa Juta Europa com Tampa Teca;Europe Jute Box with Teak Lid;Caja Europea de Yute con Tapa de Teca;18.7;L;1;41.0;22.7;28.0;BRA,EMP,FCL;BRIN,PET,ROUP,DOCU,DECO;nitron.com.br/p/270.002.M02
;270.002.M03;Caixa Juta Europa com Tampa Teca - PRETA18,7L;4;Caixa Juta Europa com Tampa Teca;Europe Jute Box with Teak Lid;Caja Europea de Yute con Tapa de Teca;18.7;L;1;41.0;22.7;28.0;BRA,EMP,HIG,FCL;BRIN,ROUP,DOCU,DECO;nitron.com.br/p/270.002.M03
;270.006.002;Cesto Europa Juta - Branco 18,7L (270/B);4;Cesto Europa Juta;Europa Jute Basket;Cesta de Yute Europa;18.7;L;1;41.0;22.2;28.0;BPA,BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/270.006.002
;270.006.003;Cesto Europa Juta - Preto 18,7L;4;Cesto Europa Juta;Europa Jute Basket;Cesta de Yute Europa;18.7;L;1;41.0;22.2;28.0;BRA,EMP,FCL,RCL;BRIN,PET,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/270.006.003
;277.012.002;Cesto Juta com Alça - Branco 5,6L (277/B);4;Cesto Juta com Alça;Jute Basket with Handle;Cesta de Yute con Asa;5.6;L;1;28.2;17.5;18.4;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/277.012.002
;277.012.003;Cesto Juta com Alça - Preto 5,6L;4;Cesto Juta com Alça;Jute Basket with Handle;Cesta de Yute con Asa;5.6;L;1;28.2;17.5;18.4;BRA,EMP,FCL,RCL;PET,ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/277.012.003
;279.012.024;Pote Alho Acoplado com Rosca - 500ml (279);2;Pote Alho Acoplado com Rosca;Garlic Jar with Screw;Recipientes para ajos acoplada c/ tornillo;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,MIC;TEMP,SOBR,MANT,GRAO;nitron.com.br/p/279.012.024
;281.036.999;Concha para Cereais - Sortido - 150ml (281);1;Concha para Cereais;Cereal Ladle;Cucharón para cereales;150.0;ML;1;9.3;9.7;6.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/281.036.999
;283.004.002;Lixeira Juta com Pedal - Branca 12L;3;Lixeira Juta com Pedal;Jute Bin with Pedal;Papelera de Yute con Pedal;12.0;L;1;34.5;32.5;17.5;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/283.004.002
;283.004.003;Lixeira Juta com Pedal - Preta 12L;3;Lixeira Juta com Pedal;Jute Bin with Pedal;Papelera de Yute con Pedal;12.0;L;1;34.5;32.5;17.5;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/283.004.003
;283.004.086;Lixeira Juta com Pedal - Chumbo 12L;3;Lixeira Juta com Pedal;Jute Pedal Trash Can;Papelera Yute con Pedal;12.0;L;1;34.5;32.5;17.5;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/283.004.086
;284.012.002;Cesto Transporta Tudo - Branco (284/B);3;Cesto Transporta Tudo;All-In-One Basket;Cesta para todo;;;1;31.3;18.2;26.3;ATX,BRA,FCL,RCL;LIMP,ROUP,BANH;nitron.com.br/p/284.012.002
;284.012.003;Cesto Transporta Tudo - Preto (284/P);3;Cesto Transporta Tudo;All-In-One Basket;Cesta para todo;;;1;31.3;18.2;26.3;ATX,BRA,FCL,RCL;LIMP,ROUP,BANH;nitron.com.br/p/284.012.003
;293.006.002;Kit Potes Acoplados com 5 Peças - Branco;3;Kit Potes Acoplados com 5 Peças;Coupled Jar Kit with 5 Pieces;Kit Recipientes Acopladas con 5 Piezas;;;5;20.5;25.5;20.5;BPA,ATX,BRA,HER,LAV,EMP;ACUC,CAFE,GRAO,MANT,FARI,MASS;nitron.com.br/p/293.006.002
;293.006.003;Kit Potes Acoplados com 5 Peças - Preto;3;Kit Potes Acoplados com 5 Peças;Coupled Jar Kit with 5 Pieces;Kit de Recipientes Acopladas de 5 Piezas;;;5;20.5;25.5;20.5;BPA,ATX,BRA,HER,LAV,EMP;ACUC,CAFE,GRAO,PET,MANT,FARI;nitron.com.br/p/293.006.003
;300.012.001;Pote Raso Retangular - Transparente 460ml;2;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;460.0;ML;1;20.0;4.0;12.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/300.012.001
;300.012.003;Pote Raso Retangular - Preto 460ml;2;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;460.0;ML;1;20.0;4.0;12.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/300.012.003
;301.012.001;Pote Raso Retangular - Transparente 950ml;2;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;950.0;ML;1;25.0;5.0;15.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/301.012.001
;301.012.003;Pote Raso Retangular - Preto 950ml;2;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;950.0;ML;1;25.0;5.0;15.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/301.012.003
;302.012.001;Pote Raso Retangular - Transparente 1,9L;3;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;1.9;L;1;31.0;6.0;19.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/302.012.001
;302.012.003;Pote Raso Retangular - Preto 1,9L;3;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;1.9;L;1;31.0;6.0;19.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/302.012.003
;303.012.001;Pote Raso Retangular - Transparente 3,2L;3;Pote Raso Retangular;Shallow Rectangular container;Maceta rectangular poco profunda;3.2;L;1;36.0;7.0;21.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/303.012.001
;303.012.003;Pote Raso Retangular - Preto 3,2L;3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;3.2;L;1;36.0;7.0;21.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/303.012.003
;305.006.520;Travessa Oval Canelada com Tampa - Branca 650ml;2;Travessa Oval Canelada com Tampa;Oval Fluted Tray with Lid;Fuente Ovalada Estriada con Tapa;650.0;ML;1;22.0;6.0;11.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/305.006.520
;306.006.520;Travessa Oval Canelada com Tampa - Branca 1,2L;3;Travessa Oval Canelada com Tampa;Oval Fluted Tray with Lid;Fuente Ovalada Acanalada con Tapa;1.2;L;1;28.0;7.3;14.5;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/306.006.520
;307.006.520;Travessa Oval Canelada com Tampa - Branca 2,5L;3;Travessa Oval Canelada com Tampa;Oval Fluted Tray with Lid;Fuente Ovalada Acanalada con Tapa;2.5;L;1;34.8;8.9;18.5;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/307.006.520
;308.006.520;Organiza e Guarda com 3 Divisórias;4;Organiza e Guarda com 3 Divisórias;Organizes and Stores with 3 Compartments;Organice y almacene con 3 divisores;;;1;24.7;5.9;20.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/308.006.520
;311.012.001;Mamita e Pote 2 em 1 - Transparente 780ml;2;Mamita e Pote 2 em 1;;;780.0;ML;1;20.5;6.0;12.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.001
;311.012.002;Mamita e Pote 2 em 1 - Branco 780ml;2;Mamita e Pote 2 em 1;Mamita e Pote 2 in 1;Mamita e Recipientes 2 en 1;780.0;ML;1;20.5;6.0;12.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.002
;311.012.515;Mamita & Pote 2 em 1 - Rosa 780ml;2;Mamita & Pote 2 em 1;Mamita & Pote 2 in 1;Mamita & Recipientes 2 en 1;780.0;ML;1;20.5;6.0;12.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.515
;311.012.517;Mamita & Pote 2 em 1 - Verde 780ml;2;Mamita & Pote 2 em 1;Mamita & Pote 2 in 1;Mamita & Recipiente 2 en 1;780.0;ML;1;20.5;6.0;12.5;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/311.012.517
;313.006.560;Organizador de Cosméticos com 2 Gavetas - Preta;4;Organizador de Cosméticos com 2 Gavetas;Drawer Organizer Cosmetics with 2 Drawers;Organizador de cosméticos con 2 cajones;;;1;20.3;21.0;18.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/313.006.560
;313.006.561;Organizador de Cosméticos com 2 Gavetas - Branca;4;Organizador de Cosméticos com 2 Gavetas;Cosmetics Organizer with 2 Drawers;Organizador de cosméticos con 2 cajones;;;1;20.3;21.0;18.5;BRA,EMP,FCL,RCL;PET,MAQU,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/313.006.561
;313.006.562;Organizador de Cosméticos com 2 Gavetas - Rosa;4;Organizador de Cosméticos com 2 Gavetas;Cosmetics Organizer with 2 Drawers;Organizador de cosméticos con 2 cajones;;;1;20.3;21.0;18.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/313.006.562
;314.006.560;Organizador de Cosméticos com 1 Gaveta - Preta;4;Organizador de Cosméticos com 1 Gaveta;Cosmetics Organizer with 1 Drawer;Organizador de Cosméticos con 1 Cajón;;;1;20.3;15.5;18.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/314.006.560
;314.006.561;Organizador de Cosméticos com 1 Gaveta - Branca;4;Organizador de Cosméticos com 1 Gaveta;Cosmetics Organizer with 1 Drawer;Organizador de Cosméticos con 1 Cajón;;;1;20.3;15.5;18.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/314.006.561
;314.006.562;Organizador de Cosméticos com 1 Gaveta - Rosa;4;Organizador de Cosméticos com 1 Gaveta;Cosmetics Organizer with 1 Drawer;Organizador de Cosméticos con 1 Cajón;;;1;20.3;15.5;18.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/314.006.562
;317.006.P01;Kit POP com 5 Marmitas Fits - Transparente 500ml;2;Kit POP com 5 Marmitas Fits;POP Kit with 5 Fits Lunch Boxes –;Kit POP con 5 Loncheras Fits –;500.0;ML;5;18.4;31.0;10.0;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/317.006.P01
;317.012.001;Marmita Fit - Transparente 500ml;2;Marmita Fit;Fit Lunch Box;Fiambrera Fit;500.0;ML;1;18.4;6.2;10.0;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/317.012.001
;317.012.003;Marmita Fit - Branco 500ml (317.012.001);2;Marmita Fit;Fit Lunch Box;Fiambrera Fit;500.0;ML;1;18.4;6.2;10.0;BPA,ATX,BRA,LAV;SOBR,MANT,GRAO,CAFE;nitron.com.br/p/317.012.003
;319.006.P01;Kit POP com 6 Potes Quadrados - Transparente 250ml;1;Kit POP c/ 6 Potes Quadrados;POP Kit w/ 6 Square Containers –;Kit POP c/ 6 Recipientes Cuadrados –;250.0;ML;6;15.6;20.7;7.8;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/319.006.P01
;319.012.001;Pote Modular - Transparente 250ml;1;Pote Modular;Modular Container;Recipientes Modular;250.0;ML;1;7.8;6.9;7.8;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/319.012.001
;319.012.003;Pote Modular - Preto 250ml;1;Pote Modular;;;250.0;ML;1;7.8;6.9;7.8;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/319.012.003
;320.012.001;Pote Modular - Transparente 450ml;2;Pote Modular;Modular Container;Recipientes Modular;450.0;ML;1;9.3;8.2;9.3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/320.012.001
;320.012.003;Pote Modular - Preto 450ml;2;Pote Modular;;;450.0;ML;1;9.3;8.2;9.3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/320.012.003
;321.012.001;Pote Modular - Transparente 800ml;2;Pote Modular;Modular Container;Recipientes Modular;800.0;ML;1;11.0;10.0;11.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/321.012.001
;321.012.003;Pote Modular - Preto 800ml;2;Pote Modular;;;800.0;ML;1;11.0;10.0;11.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/321.012.003
;322.006.001;Pote Modular - Transparente 1,2L;3;Pote Modular;Modular Container;Recipientes Modular;1.2;L;1;11.0;14.6;11.0;BPA,ATX,BRA,FRZ,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/322.006.001
;322.006.003;Pote Modular - Preto 1,2L;3;Pote Modular;Modular Container;Recipientes Modular;1.2;L;1;11.0;14.6;11.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/322.006.003
;323.006.001;Pote Modular - Transparente 2,4L;3;Pote Modular;Modular Container;Recipientes Modular;2.4;L;1;11.0;28.5;11.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/323.006.001
;323.006.003;Pote Modular - Preto 2,4L;3;Pote Modular;Modular Container;Recipientes Modular;2.4;L;1;11.0;28.5;11.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/323.006.003
;348.012.576;Porta Presunto com Tela;2;Porta Presunto com Tela;Ham Holder with Screen;Jamonero con Pantalla;460.0;ML;1;20.5;4.0;12.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/348.012.576
;349.012.575;Porta Queijo com Tela;2;Porta Queijo com Tela;Cheese Holder with Screen;Quesero con Pantalla;460.0;ML;1;20.5;4.0;12.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/349.012.575
;350.012.577;Porta Frios com Tela;2;Porta Frios com Tela;Cold Cuts Holder with Screen;Soporte para almacenamiento en frío c/ pantalla;460.0;ML;1;20.5;4.0;12.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/350.012.577
;351.012.001;Kit Potes Modulares com 3 Peças - Transparente 250ml;1;Kit Potes Modulares c/ 3 Pçs;3-pc Modular Container Kit;Kit Recipientes Modulares de 3 pzs;250.0;ML;3;7.8;19.5;7.8;BPA,ATX,BRA;TEMP,MANT,GRAO;nitron.com.br/p/351.012.001
;351.012.003;Kit Potes Modulares com 3 Peças - Preto 250ml;1;Kit Potes Modulares c/ 3 Pçs;3-pc Modular Container Kit;Kit de Recipientes Modulares de 3 pzs;250.0;ML;3;7.8;19.5;7.8;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/351.012.003
;352.012.001;Kit Potes Modulares com 3 Peças - Transparente 450ml;2;Kit Potes Modulares com 3 Peças;3-Piece Modular Container Kit;Kit Recipientes Modulares de 3 pzs;450.0;ML;3;9.3;23.1;9.3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/352.012.001
;352.012.003;Kit Potes Modulares com 3 Peças - Preto 450ml;2;Kit Potes Modulares com 3 Peças;3-Piece Modular Container Kit;Kit de Recipientes Modulares de 3 pzs;450.0;ML;3;9.3;23.1;9.3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/352.012.003
;353.006.001;Kit Potes Modulares com 6 Peças - Transparente;2;Kit Potes Modulares com 6 Peças;6-Piece Modular container Kit;Kit de Recipientes Modulares de 6 pzs;800.0;ML;6;21.7;28.5;11.0;BPA,ATX,BRA,HER;FARI,GRAO,BISC,MANT;nitron.com.br/p/353.006.001
;353.006.003;Kit Potes Modulares com 6 Peças - Preto;2;Kit Potes Modulares com 6 Peças;;;800.0;ML;6;21.7;28.5;11.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/353.006.003
;359.012.003;Pote Arroz Acoplado com Rosca - 2L;3;Pote Arroz Acoplado com Rosca;Rice jar with Screw;Recipientes Arrocera Acoplada c/ Tornillo;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,MIC,FRZ,HER;GRAO,MANT,CAFE,ACUC,FARI,MASS;nitron.com.br/p/359.012.003
;360.012.003;Pote Feijão Acoplado com Rosca - 2L;3;Pote Feijão Acoplado com Rosca;Bean jar with Screw;Recipientes para frijoles roscada;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,MIC,FRZ,HER;GRAO,MANT,CAFE,ACUC,FARI,MASS;nitron.com.br/p/360.012.003
;361.012.003;Pote Farinha Acoplado com Rosca - 2L;3;Pote Farinha Acoplado com Rosca;Flour jar with Screw;Recipientes de harina acoplada c/ tornillo;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,MIC,FRZ,HER;FARI,MANT,GRAO,CAFE,ACUC,MASS;nitron.com.br/p/361.012.003
;362.012.003;Pote Açúcar Acoplado com Rosca - 2L;3;Pote Açúcar Acoplado com Rosca;Sugar jar with Screw;Azucarero acoplado con tornillo;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,MIC,FRZ,HER;ACUC,MANT,GRAO,CAFE,FARI,MASS;nitron.com.br/p/362.012.003
;363.012.003;Pote Café Acoplado com Rosca - 2L;3;Pote Café Acoplado com Rosca;Coffee jar with Screw;Cafetera acoplada con tornillo;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,LAV,EMP,HIG;CAFE,MANT,GRAO,ACUC,FARI,MASS;nitron.com.br/p/363.012.003
;369.006.001;Kit Porta Frios com 3 Peças;2;Kit Porta Frios com 3 Peças;Cold Cuts Holder Kit with 3 Pieces;Kit de conservación en frío c/ 3 pzs;460.0;ML;3;20.5;12.0;12.0;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/369.006.001
;3760.012.001;Pote Quadrado com Travas - Transparente 3,7L (037/6);3;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado con Cerraduras;3.7;L;1;25.0;11.0;24.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3760.012.001
;3760.012.003;Pote Quadrado com Travas - Preto 3,7L;3;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado con Cerraduras;3.7;L;1;25.0;11.0;24.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3760.012.003
;3770.012.001;Pote Quadrado com Travas - Transparente 1,8L (037/7);3;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado con Cerraduras;1.8;L;1;20.0;9.0;19.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3770.012.001
;3770.012.003;Pote Quadrado com Travas - Preto 1,8L;3;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado con Cerraduras;1.8;L;1;20.0;9.0;19.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/3770.012.003
;3780.012.001;Pote Quadrado com Travas - Transparente 860ml (037/8);2;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado con Cerraduras;860.0;ML;1;16.0;7.0;14.0;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3780.012.001
;3780.012.003;Pote Quadrado com Travas - Preto 860 ml;2;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado con Cerraduras;860.0;ML;1;16.0;7.0;14.0;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3780.012.003
;3790.006.862;Kit Pote Quadrado Coloratto com 3 Peças - 360ml;1;Kit Pote Quad. Coloratto c/ 3 Pçs;Coloratto Square Pot Kit w/ 3 pcs;Kit de Recipientes Cuadradas Coloratto c/ 3 pzs;360.0;ML;3;12.0;11.6;11.0;BPA,ATX,BRA;SOBR,MANT,FRIO;nitron.com.br/p/3790.006.862
;3790.006.P01;Kit POP 6 Potes Quadrados - Transparente 360ml;1;Kit POP 6 Potes Quadrados;POP Kit w/ 6 Square Containers –;Kit POP c/ 6 Recipientes Cuadrados –;360.0;ML;6;24.0;17.4;11.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/3790.006.P01
;3790.012.001;Pote Quadrado com Travas - Transparente 360ml (037/9);1;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado c/ Cerraduras;360.0;ML;1;12.0;5.8;11.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/3790.012.001
;3790.012.003;Pote Quadrado com Travas - Preto 360ml;1;Pote Quadrado com Travas;Square container with Locks;Recipiente Cuadrado c/ Cerraduras;360.0;ML;1;12.0;5.8;11.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/3790.012.003
;380.024.001;Organizador Mini Modular - Transparente 150ml;4;Organizador Mini Modular;Mini Modular Organizer –;Organizador Mini Modular –;150.0;ML;1;7.3;4.1;7.0;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/380.024.001
;380.024.002;Organizador Mini Modular - Branco 150ml;4;Organizador Mini Modular;Mini Modular Organizer –;Organizador Mini Modular –;150.0;ML;1;7.3;4.1;7.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/380.024.002
;380.024.003;Organizador Mini Modular - Preto 150ml;4;Organizador Mini Modular;Mini Modular Organizer –;Organizador Mini Modular –;150.0;ML;1;7.3;4.1;7.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/380.024.003
