REFERENCIA;EAN;CATEGORIA;LAYOUT;PORQUE ESTE LAYOUT;NOME NA ORIGEM;NOME PT PROPOSTO;CARACTERES;LIMITE;ABREVIATURAS APLICADAS;SELOS COM EVIDENCIA NO TEXTO;SELOS CORTADOS PELO LIMITE;APLICACOES CORTADAS;ALERTAS
563.004.M00;7896779656318;Teca;4;categoria Teca;Tábua de Pizza Brotinho com Cabo Teca;Tábua de Pizza Brotinho com Cabo Teca;37;44;;;;;SEM CAPACIDADE
6120.006.P01;7896779620098;POP;2;capacidade 500 ml;Kit POP com 6 Potes - Transparente 500ml;Kit POP com 6 Potes;19;34;;TRP;EMP,TRP;FARI,MASS;SEM DESCRICAO NA ORIGEM
6120.050.001;7896779606122;Potes;2;capacidade 500 ml;Pote Raso Retangular com 2 Peças - 500ml (061/2);Pote Raso Retangular com 2 Peças;32;34;;;EMP;ACUC,FARI,MASS,BISC,TEMP;
6130.030.001;7896779606139;Potes;2;capacidade 500 ml;Pote Raso Retangular com 3 Peças - 500ml (061/3);Pote Raso Retangular com 3 Peças;32;34;;BPA;EMP;FARI,MASS,BISC,TEMP;
625.002.M00;7896779662517;Teca;4;categoria Teca;Tabua Multiuso Madeira Teca Grande Gourmet;Tabua Multiuso Madeira Teca Grande Gourmet;42;44;;LAV,FCL;;;SEM CAPACIDADE
680.004.M00;7896779668038;Teca;4;categoria Teca;Boleira Teca Com Acrílico;Boleira Teca Com Acrílico;25;44;;FCL;;;SEM CAPACIDADE | DIMENSAO E DIAMETRO
681.004.M00;7896779668137;Teca;4;categoria Teca;Queijeira Teca Com Acrílico;Queijeira Teca Com Acrílico;27;44;;HIG,FCL;;;SEM CAPACIDADE | DIMENSAO E DIAMETRO
682.004.M00;7896779668229;Teca;4;categoria Teca;Petisqueira Teca com 3 Molheiras;Petisqueira Teca com 3 Molheiras;32;44;;FCL;;;SEM CAPACIDADE
683.004.M00;7896779668311;Teca;4;categoria Teca;Petisqueira Teca com 2 Molheiras;Petisqueira Teca com 2 Molheiras;32;44;;;;;SEM CAPACIDADE
684.004.M00;7896779668410;Teca;4;categoria Teca;Tábua de Servir Teca Com Cabo e 2 Molheiras;Tábua de Servir Teca Com Cabo e 2 Molheiras;43;44;;HIG;;;SEM CAPACIDADE
685.004.M00;7896779668519;Teca;4;categoria Teca;Tábua de Servir Teca Com 1 Molheira;Tábua de Servir Teca Com 1 Molheira;35;44;;HIG,FCL;;;SEM CAPACIDADE
686.004.M00;7896779668687;Teca;4;categoria Teca;Tábua de Servir Teca com 3 Molheiras;Tábua de Servir Teca com 3 Molheiras;36;44;;;;;SEM CAPACIDADE
689.004.M00;7896779668915;Teca;4;categoria Teca;Tábua Servir Teca Com Cabo e 1 Molheira;Tábua Servir Teca Com Cabo e 1 Molheira;39;44;;;;;SEM CAPACIDADE
695.002.M00;7896779669516;Teca;4;categoria Teca;Tabua Multiuso Madeira Teca Quadrada Gourmet;Tabua Multiuso Madeira Teca Quadrada Gourmet;44;44;;;;;SEM CAPACIDADE | SEM DESCRICAO NA ORIGEM
700.006.001;7896779670017;Geladeira;3;capacidade 7000 ml;Organizador de Geladeira Rattan - 7L;Organizador de Geladeira Rattan;31;40;;BPA;;;
701.006.001;7896779670116;Geladeira;3;capacidade 4500 ml;Organizador de Geladeira Rattan - 4,5L;Organizador de Geladeira Rattan;31;40;;BPA;;;
702.006.001;7896779670215;Geladeira;3;capacidade 3200 ml;Organizador de Geladeira Rattan - 3,2L;Organizador de Geladeira Rattan;31;40;;BPA;;;
703.006.001;7896779670314;Geladeira;3;capacidade 4000 ml;Organizador de Geladeira Rattan - 4L;Organizador de Geladeira Rattan;31;40;;BPA;;;
704.006.001;7896779670420;Geladeira;3;capacidade 2000 ml;Organizador de Geladeira Rattan - 2L;Organizador de Geladeira Rattan;31;40;;BPA,HIG;HIG;;
705.006.001;7896779670512;Geladeira;3;capacidade 3700 ml;Organizador de Geladeira Juta - 3,7L;Organizador de Geladeira Juta;29;40;;RCL,BPA,HIG,FCL;HIG,FCL,RCL;;
706.006.001;7896779670611;Geladeira;3;capacidade 1500 ml;Organizador de Geladeira Juta - 1,5L;Organizador de Geladeira Juta;29;40;;BPA;;;
712.012.001;7896779628643;Geladeira;3;capacidade 2350 ml;Organizador de Geladeira Flat - 2,35L;Organizador de Geladeira Flat;29;40;;;;;
713.012.001;7896779671311;Geladeira;3;capacidade 3750 ml;Organizador de Geladeira Flat - 3,75L;Organizador de Geladeira Flat;29;40;;RCL,HIG;HIG,RCL;;
817.012.001;7896779681785;Potes;3;capacidade 1500 ml;Pote Alto com Válvula - Transparente 1,5L;Pote Alto com Válvula;21;40;;MIC,FRZ,HER,VLV,LAV,BPA,HIG,FCL,TRP;VLV,LAV,EMP,HIG,FCL,TRP;BISC,TEMP;
818.012.001;7896779689194;Potes;3;capacidade 2900 ml;Pote Alto com Válvula - Transparente 2,9L;Pote Alto com Válvula;21;40;;MIC,FRZ,HER,VLV,LAV,BPA,HIG,TRP;VLV,LAV,EMP,HIG,TRP;BISC,TEMP;
819.012.001;7896779681983;Potes;3;capacidade 4600 ml;Pote Alto com Válvula - Transparente 4,6L;Pote Alto com Válvula;21;40;;MIC,FRZ,HER,VLV,LAV,BPA,HIG,TRP;VLV,LAV,EMP,HIG,TRP;BISC,TEMP;
820.006.002;7896779682010;Cozinha;3;face 498 cm2;Escorredor de Pratos Flat - Branco;Escorredor de Pratos Flat;25;40;;;;;SEM CAPACIDADE
820.006.003;7896779682027;Cozinha;3;face 498 cm2;Escorredor de Pratos Flat - Preto;Escorredor de Pratos Flat;25;40;;;;;SEM CAPACIDADE
820.006.086;7896779682034;Cozinha;3;face 498 cm2;Escorredor de Pratos Flat - Chumbo;Escorredor de Pratos Flat;25;40;;;;;SEM CAPACIDADE
821.004.001;7896779682119;Potes;1;capacidade 330 ml;Kit Pote Tampa Fixa com 3 Peças - Transparente;Kit Pote Tampa Fixa c/ 3 Pçs;28;28;"Peças>Pçs; com>c/";MIC,FRZ,HER,LAV,ATX,BPA,TRP;MIC,FRZ,HER,LAV,EMP,TRP;GRAO,CAFE,ACUC,FARI,MASS,BISC,TEMP;CAPACIDADE MULTIPLA NA ORIGEM
821.004.003;7896779682195;Potes;1;capacidade 330 ml;Kit Pote Tampa Fixa com 3 Peças - Preto;Kit Pote Tampa Fixa c/ 3 Pçs;28;28;"Peças>Pçs; com>c/";;LAV,EMP;ACUC,FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | CAPACIDADE MULTIPLA NA ORIGEM | SEM DESCRICAO NA ORIGEM
822.006.002;IAGO;Cozinha;2;face 153 cm2;Escorredor de Talheres Flat - Branco;Escorredor de Talheres Flat;27;34;;HIG;HIG;;SEM CAPACIDADE | EAN INVALIDO
822.006.003;7896779682232;Cozinha;2;face 153 cm2;Escorredor de Talheres Flat - Preto;Escorredor de Talheres Flat;27;34;;HIG;HIG;;SEM CAPACIDADE
822.006.086;7896779682249;Cozinha;2;face 153 cm2;Escorredor de Talheres Flat - Chumbo;Escorredor de Talheres Flat;27;34;;HIG;HIG;;SEM CAPACIDADE
850.004.N03;7896779685028;Nitron-Mob;4;categoria Nitron-Mob;Arara de Roupas Nitron-Mob;Arara de Roupas Nitron-Mob;26;44;;;;;SEM CAPACIDADE
851.004.N03;7896779685110;Nitron-Mob;4;categoria Nitron-Mob;Organizador Multiuso P;Organizador Multiuso P;22;44;;HIG;;;SEM CAPACIDADE
852.004.N03;7896779685226;Nitron-Mob;4;categoria Nitron-Mob;Organizador Multiuso G;Organizador Multiuso G;22;44;;HIG;;;SEM CAPACIDADE
853.004.N03;7896779685325;Nitron-Mob;4;categoria Nitron-Mob;Kit Suporte Decorativo (M);Kit Suporte Decorativo;22;44;;;;;SEM CAPACIDADE
855.004.N03;7896779685523;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso G 2P;Prateleira Multiuso G 2P;24;44;;;;;SEM CAPACIDADE
856.004.N03;7896779685622;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso G 3P;Prateleira Multiuso G 3P;24;44;;;;;SEM CAPACIDADE
857.004.N03;7896779685721;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso G 4P;Prateleira Multiuso G 4P;24;44;;;;;SEM CAPACIDADE
858.004.N03;7896779685820;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso M 2P;Prateleira Multiuso M 2P;24;44;;;;;SEM CAPACIDADE
859.004.N03;7896779685929;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso M 3P;Prateleira Multiuso M 3P;24;44;;;;;SEM CAPACIDADE
860.004.N03;7896779686025;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso M 4P;Prateleira Multiuso M 4P;24;44;;;;;SEM CAPACIDADE
861.004.N03;7896779686162;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso P 2P;Prateleira Multiuso P 2P;24;44;;;;;SEM CAPACIDADE
862.004.N03;7896779686278;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso P 3P;Prateleira Multiuso P 3P;24;44;;;;;SEM CAPACIDADE
863.004.N03;7896779686322;Nitron-Mob;4;categoria Nitron-Mob;Prateleira Multiuso P 4P;Prateleira Multiuso P 4P;24;44;;;;;SEM CAPACIDADE
920.004.002;7896779692071;Cozinha;2;capacidade 500 ml;Kit Detergente Flat com 2 Peças - Branco 500ml;Kit Detergente Flat com 2 Peças;31;34;;;;;
920.004.003;7896779608652;Cozinha;2;capacidade 500 ml;Kit Detergente Flat com 2 Peças - Preto 500ml;Kit Detergente Flat com 2 Peças;31;34;;;;;
920.004.086;7896779608669;Cozinha;2;capacidade 500 ml;Kit Detergente Flat com 2 Peças - Chumbo 500ml;Kit Detergente Flat com 2 Peças;31;34;;;;;
